,Date,Open,High,Low,Close,Adj Close,Volume,New_ID
0,2009-07-27,3.2100000381469727,3.302500009536743,3.180000066757202,3.255000114440918,2.9862215518951416,67748400,0
1,2009-07-28,3.2325000762939453,3.2950000762939453,3.2049999237060547,3.259999990463257,2.9908080101013184,56318000,1
2,2009-07-29,3.2225000858306885,3.242500066757202,3.1624999046325684,3.194999933242798,2.9311769008636475,37397200,2
3,2009-07-30,3.25,3.2925000190734863,3.192500114440918,3.2200000286102295,2.954111337661743,46844400,3
4,2009-07-31,3.2200000286102295,3.2774999141693115,3.1449999809265137,3.2325000762939453,2.9655799865722656,54156000,4
5,2009-08-03,3.309999942779541,3.3575000762939453,3.247499942779541,3.319999933242798,3.045853614807129,47190000,5
6,2009-08-04,3.262500047683716,3.4000000953674316,3.257499933242798,3.3424999713897705,3.0664961338043213,69538000,6
7,2009-08-05,3.322499990463257,3.375,3.2825000286102295,3.3499999046325684,3.0733771324157715,61076800,7
8,2009-08-06,3.362499952316284,3.422499895095825,3.259999990463257,3.2799999713897705,3.0091569423675537,95758800,8
9,2009-08-07,3.4574999809265137,3.557499885559082,3.380000114440918,3.427500009536743,3.144477605819702,140187200,9
10,2009-08-10,3.452500104904175,3.502500057220459,3.2950000762939453,3.315000057220459,3.041267156600952,69331200,10
11,2009-08-11,3.2925000190734863,3.3424999713897705,3.2200000286102295,3.237499952316284,2.9701664447784424,48188400,11
12,2009-08-12,3.240000009536743,3.3924999237060547,3.237499952316284,3.3575000762939453,3.0802571773529053,63494000,12
13,2009-08-13,3.382499933242798,3.4700000286102295,3.322499990463257,3.4574999809265137,3.17199969291687,56402800,13
14,2009-08-14,3.452500104904175,3.4574999809265137,3.309999942779541,3.3550000190734863,3.0779638290405273,42714800,14
15,2009-08-17,3.252500057220459,3.262500047683716,3.180000066757202,3.2149999141693115,2.94952392578125,46503200,15
16,2009-08-18,3.2149999141693115,3.369999885559082,3.2125000953674316,3.3324999809265137,3.057321548461914,63620000,16
17,2009-08-19,3.2825000286102295,3.315000057220459,3.25,3.2950000762939453,3.0229177474975586,55299600,17
18,2009-08-20,3.2799999713897705,3.440000057220459,3.2725000381469727,3.424999952316284,3.142183780670166,81984000,18
19,2009-08-21,3.452500104904175,3.487499952316284,3.382499933242798,3.4825000762939453,3.1949357986450195,60732400,19
20,2009-08-24,3.4625000953674316,3.5,3.365000009536743,3.384999990463257,3.1054861545562744,46145600,20
21,2009-08-25,3.4024999141693115,3.450000047683716,3.3450000286102295,3.4149999618530273,3.1330089569091797,44408800,21
22,2009-08-26,3.4075000286102295,3.4625000953674316,3.3949999809265137,3.4549999237060547,3.1697065830230713,43430800,22
23,2009-08-27,3.4700000286102295,3.5174999237060547,3.432499885559082,3.502500057220459,3.213284492492676,55107200,23
24,2009-08-28,3.5975000858306885,3.757499933242798,3.5924999713897705,3.682499885559082,3.37842059135437,88399200,24
25,2009-08-31,3.640000104904175,3.6575000286102295,3.5824999809265137,3.630000114440918,3.3302559852600098,43179600,25
26,2009-09-01,3.627500057220459,3.7300000190734863,3.487499952316284,3.507499933242798,3.21787166595459,73685600,26
27,2009-09-02,3.512500047683716,3.5924999713897705,3.492500066757202,3.557499885559082,3.2637417316436768,40465600,27
28,2009-09-03,3.557499885559082,3.6475000381469727,3.547499895095825,3.6424999237060547,3.3417227268218994,53402000,28
29,2009-09-04,3.627500057220459,3.802500009536743,3.627500057220459,3.7774999141693115,3.465576648712158,51304800,29
30,2009-09-08,3.805000066757202,3.882499933242798,3.7750000953674316,3.882499933242798,3.561905860900879,54971200,30
31,2009-09-09,3.875,3.997499942779541,3.819999933242798,3.990000009536743,3.660529851913452,57168400,31
32,2009-09-10,4.002500057220459,4.122499942779541,3.9574999809265137,4.117499828338623,3.777500867843628,60795200,32
33,2009-09-11,4.107500076293945,4.122499942779541,4.050000190734863,4.079999923706055,3.7430975437164307,71273200,33
34,2009-09-14,4.019999980926514,4.052499771118164,3.9774999618530273,4.012499809265137,3.6811718940734863,49051600,34
35,2009-09-15,4.050000190734863,4.144999980926514,4.012499809265137,4.09499979019165,3.756859540939331,54613600,35
36,2009-09-16,4.085000038146973,4.09250020980835,3.924999952316284,3.984999895095825,3.655942440032959,70706400,36
37,2009-09-17,3.9749999046325684,3.9749999046325684,3.742500066757202,3.809999942779541,3.4953927993774414,92309600,37
38,2009-09-18,3.8475000858306885,3.875,3.7750000953674316,3.805000066757202,3.49080491065979,60474000,38
39,2009-09-21,3.759999990463257,3.8524999618530273,3.7274999618530273,3.7874999046325684,3.47475004196167,58877600,39
40,2009-09-22,3.815000057220459,3.8375000953674316,3.765000104904175,3.7950000762939453,3.48163104057312,36138800,40
41,2009-09-23,3.817500114440918,3.8499999046325684,3.7300000190734863,3.734999895095825,3.4265856742858887,47893600,41
42,2009-09-24,3.797499895095825,3.797499895095825,3.672499895095825,3.684999942779541,3.380714178085327,55287600,42
43,2009-09-25,3.6649999618530273,3.682499885559082,3.5975000858306885,3.625,3.325669527053833,37755600,43
